new_id,batch,sex,dobday,dobmon,dobyear,fathermonin,sscins,sscboard,sscsub,sscgrade,ssctotal,sscyear,data,hscboard,hscsub,hscgrade,hsctotal,hscyear
1554,20120,male,30,10,1993,50000,BANANI BIDYANIKETAN,DHAKA,SCIENCE,,4.38,2008,BANANI BIDYANIKETAN,DHAKA,SCIENCE,,3.6,2011
1555,20151,female,10,2,1997,60000/-,WILLS LITTLE FLOWER,DHAKA,SCIENCE,A-,4.06,2012,WILLS LITTLE FLOWER,DHAKA,SCIENCE,A,4.7,2014
1556,20150,male,15,12,1995,30000/-,SAMADHANAOR SCHOOL,DHAKA,SCIENCE,A,4.63,2011,SAMADHANAOR SCHOOL,JESSORE,SCIENCE,A,4.1,2014
1557,20030,m,,,,,,,,,,,,,,,,
1558,20171,female,14,2,1999,45000,QUADIRABAD CANTONMENT PUBLIC SCHOOL,RAJSHAHI,SCIENCE,A+,5,2014,QUADIRABAD CANTONMENT PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2016
1559,20132,female,11,10,1995,60000/-,MILESTONE SCHOOL,DHAKA,SCIENCE,A,4.31,2010,MILESTONE SCHOOL,DHAKA,SCIENCE,B,3.4,2012
1560,20110,male,20,9,1992,15000/-,LALORE BI LATERAL HIGH SCHOOL,RAJSHAHI,SCIENCE,B,3.38,2007,LALORE BI LATERAL HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4,2010
1561,20152,male,28,3,1995,40000/-,JAMALPUR R.M. BIDYAPITH,DHAKA,SCIENCE,A,4.69,2011,JAMALPUR R.M. BIDYAPITH,DHAKA,SCIENCE,A-,3.8,2015
1562,20131,male,9,12,1994,18000,SAPAHAR PILOT HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.44,2009,SAPAHAR PILOT HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.5,2011
1563,20170,male,31,1,1998,30000,JOYGOBINDA HIGH SCHOOL,DHAKA,SCIENCE,A,4.56,2014,JOYGOBINDA HIGH SCHOOL,DHAKA,SCIENCE,A,4.58,2016
1564,20141,male,15,10,1991,50000/-,LALMOHAN HIGH SCHOOL,BARISAL,SCIENCE,A-,3.69,2007,LALMOHAN HIGH SCHOOL,DHAKA,SCIENCE,B,3.3,2010
1565,20142,male,8,8,1995,10000/-,GAFARGAON ISLA. GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2010,GAFARGAON ISLA. GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.8,2012
1566,20041,m,,,,,,,,,,,,,,,,
1567,20151,female,1,4,1997,20000/-,APBN HIGH SCHOOL,DHAKA,SCIENCE,A,4,2012,APBN HIGH SCHOOL,DHAKA,SCIENCE,A-,3.8,2014
1568,20170,male,7,8,1996,50000/-,DEBIDWAR REAZ UDDIN PILOT H. SCHOOL,COMILLA,SCIENCE,,4.63,2012,DEBIDWAR REAZ UDDIN PILOT H. SCHOOL,COMILLA,SCIENCE,,4.6,2014
1569,20140,female,17,8,1995,30000,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,A+,5,2010,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,A+,5,2012
1570,20160,male,28,11,1995,35000/-,BANANI BIDYANIKETAN,DHAKA,SCIENCE,A-,3.75,2013,BANANI BIDYANIKETAN,DHAKA,SCIENCE,A,4.58,2015
1571,20122,female,21,1,1994,30,JOYEDPUR GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A +,5,2009,JOYEDPUR GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.6,2011
1572,20162,male,10,6,1998,38000,BAKERGANJ J.S.U HIGH SCHOOL,BARISAL,SCIENCE,A+,5,2014,BAKERGANJ J.S.U HIGH SCHOOL,BARISAL,SCIENCE,B,3.42,2016
1573,20141,male,23,12,1995,60000/-,NOYATOLA MODEL KAMIL MADRASHA,MADRASHA,SCIENCE,A,4.94,2011,NOYATOLA MODEL KAMIL MADRASHA,DHAKA,SCIENCE,A-,3.6,2013
1574,20150,male,1,11,1996,35000/-,UTTAR KALSHI AD. BIDYAPITH,DHAKA,SCIENCE,A-,3.56,2012,UTTAR KALSHI AD. BIDYAPITH,DHAKA,SCIENCE,A-,3.5,2014
1575,20121,male,20,12,1992,100000,NFAND BN SCHOOL,COMILLA,SCIENCE,A,4.31,2008,NFAND BN SCHOOL,COMILLA,SCIENCE,A,4.1,2011
1576,20030,m,,,,,,,,,,,,,,,,
1577,20091,male,10,9,1991,25000/-,BANANI BIDYANIKETAN,DHAKA,SCIENCE,,4.38,2006,BANANI BIDYANIKETAN,DHAKA,SCIENCE,,4.3,2008
1578,20031,m,,,,,,,,,,,,,,,,
1579,20150,male,7,12,1996,10000/-,DHOPADI HIGH SCHOOL,JESSORE,SCIENCE,,4.63,2012,DHOPADI HIGH SCHOOL,JESSORE,SCIENCE,,3.6,2014
1580,20140,male,15,11,1995,400000,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2010,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2012
1581,20141,male,27,11,1994,20000/-,MDC MODEL INS,DHAKA,SCIENCE,A,4.44,2009,MDC MODEL INS,DHAKA,SCIENCE,A,4.4,2011
1582,20111,female,23,10,1992,50000/-,BINDUBASINI GOVT. GIRLS H. SCHOOL,DHAKA,SCIENCE,A,4.63,2007,BINDUBASINI GOVT. GIRLS H. SCHOOL,DHAKA,SCIENCE,A,4.5,2010
1583,20152,male,28,9,1996,40000/-,B.M. UNION HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2012,B.M. UNION HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
1584,20142,male,31,12,1992,,BARISAL ZILLA SCHOOL,BARISAL,SCIENCE,A,4.5,2007,BARISAL ZILLA SCHOOL,BARISAL,SCIENCE,A,4.2,2010
1585,20102,male,1,1,1949,30000/-,,,,,,,,,,,,
1586,20160,female,14,9,1996,20000/-,KOTCHANDPUR SECONDARY GIRLS SCHOOL,JESSORE,SCIENCE,,4.5,2012,KOTCHANDPUR SECONDARY GIRLS SCHOOL,JESSORE,SCIENCE,,3.8,2014
1587,20130,male,20,12,1994,40000,"UDAYAN SECONDARY SCHOOL, BARISAL",BARISAL,SCIENCE,A,4.88,2009,"UDAYAN SECONDARY SCHOOL, BARISAL",BARISAL,SCIENCE,A-,3.17,2011
1588,20151,male,1,9,1997,30000/-,IDEAL SCHOOL AND COLLEGE,DHAKA,SCIENCE,A+,5,2012,IDEAL SCHOOL AND COLLEGE,DHAKA,SCIENCE,A+,5,2014
1589,20142,male,2,9,1997,20000/-,BANANI BIDYNIKETAN,DHAKA,SCIENCE,A,4.19,2012,BANANI BIDYNIKETAN,DHAKA,SCIENCE,A,4.2,2014
1590,20160,male,12,12,1996,40000/-,SOUTH SUCHIPARA HIGH SCHOOL,COMILLA,SCIENCE,A,4.56,2013,SOUTH SUCHIPARA HIGH SCHOOL,COMILLA,SCIENCE,A-,3.75,2015
1591,20141,male,24,6,1995,25000/-,JAMALPUR R.M. DIDYAPITH,DHAKA,SCIENCE,A+,5,2010,JAMALPUR R.M. DIDYAPITH,DHAKA,SCIENCE,A,4.8,2012
1592,20170,male,30,10,1999,40000,MUKUL NEKATON,DHAKA,SCIENCE,A,4.81,2014,MUKUL NEKATON,DHAKA,SCIENCE,A,4.75,2016
1593,20171,male,20,9,1996,45000,ADAMJEE CANTONMENT PUBLIC SCHOOL,DHAKA,SCIENCE,5,A+,2013,ADAMJEE CANTONMENT PUBLIC SCHOOL,DHAKA,SCIENCE,5,A+,2015
1594,20161,male,24,5,1997,40000/-,BIAM MODEL SCHOOL AND COLLEGE,DINAJPUR,SCIENCE,A+,5,2013,BIAM MODEL SCHOOL AND COLLEGE,DINAJPUR,SCIENCE,A-,3.92,2015
1595,20171,female,20,8,1997,50000,MOTIJHEEL GOVT. GIRLS SCHOOL,DHAKA,SCIENCE,A,4.5,2013,MOTIJHEEL GOVT. GIRLS SCHOOL,DHAKA,SCIENCE,A,4.25,2015
1596,20130,male,18,12,1994,50000,"PIRGACHHA J.N.HIGH SCHOOL,RANGPUR",DINAJPUR,SCIENCE,A+,5,2009,"PIRGACHHA J.N.HIGH SCHOOL,RANGPUR",DINAJPUR,SCIENCE,A,4.1,2012
1597,20132,male,2,2,1994,50000/-,B. N. COLLEGE,DHAKA,SCIENCE,A,4.94,2009,B. N. COLLEGE,DHAKA,SCIENCE,B,3.1,2012
1598,20140,male,11,2,1995,30000,PROHALADPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.75,2011,PROHALADPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013
1599,20160,male,21,6,1997,20000/-,GHATAIL GANO HIGH SCHOOL,DHAKA,SCIENCE,,4.56,2013,GHATAIL GANO HIGH SCHOOL,DHAKA,SCIENCE,,4.5,2015
1600,20151,male,16,12,1996,40000/-,GOVT. SCIENCE COLLEGE ATTACHED H. SCHOOL,DHAKA,SCIENCE,A,4,2011,GOVT. SCIENCE COLLEGE ATTACHED H. SCHOOL,DHAKA,SCIENCE,,3.5,2014
1601,20100,male,10,12,1991,10000/-,TONGI PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.13,2007,TONGI PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2009
1602,20122,male,27,11,1994,16000,GONOBHABAN GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.2,2010,GONOBHABAN GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.2,2012
1603,20162,male,21,5,1996,,CHANDPUR HASAN ALI GOVT HIGH SCHOOL,COMILLA,SCIENCE,5,A+,2013,CHANDPUR HASAN ALI GOVT HIGH SCHOOL,DHAKA,SCIENCE,4.08,A,2015
1604,20150,female,12,5,1995,30000/-,BKGC GOVT. GIRLS HIGH SCHOOL,SYLHET,SCIENCE,A+,5,2011,BKGC GOVT. GIRLS HIGH SCHOOL,SYLHET,SCIENCE,A,4.3,2013
1605,20150,male,8,3,1995,20000/-,DUTT HIGH SCHOOL,DHAKA,SCIENCE,A,4.88,2011,DUTT HIGH SCHOOL,DHAKA,SCIENCE,A-,4.5,2013
1606,20110,male,30,11,1991,50000/-,MOLLARTEK UDAYN SCHOOL,DHAKA,SCIENCE,,3.81,2006,MOLLARTEK UDAYN SCHOOL,DHAKA,SCIENCE,,3.1,2010
1607,20160,male,8,2,1997,100000/-,UTTAR KAFRUL HIGH SCHOOL,DHAKA,SCIENCE,A,4.56,2013,UTTAR KAFRUL HIGH SCHOOL,DHAKA,SCIENCE,A,4.33,2015
1608,20170,female,7,11,1998,180000/-,KALACHANDPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.81,2014,KALACHANDPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.5,2016
1609,20091,male,15,12,1990,20000/-,KHILGOAN GOVT. SCHOOL,DHAKA,SCIENCE,,4.75,2006,KHILGOAN GOVT. SCHOOL,DHAKA,SCIENCE,,3.8,2008
1610,20150,male,3,2,1996,50000/-,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.94,2011,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.2,2013
1611,20162,male,1,10,1995,50000,"CHATKHIL KAMIL MADRASAH, NOAKHALI",DHAKA,SCIENCE,A,4.69,2011,"CHATKHIL KAMIL MADRASAH, NOAKHALI",COMILLA,SCIENCE,A-,3.5,2016
1612,20120,male,10,12,1993,30000,UDAYAN SECANDRY HIGH SCHOOL,BARISAL,SCIENCE,A,4.88,2008,UDAYAN SECANDRY HIGH SCHOOL,BARISAL,SCIENCE,A,4.3,2010
1613,20110,female,12,7,1993,15000/-,B.A GREEN HEART COLLEGE,DHAKA,SCIENCE,A,4.88,2008,B.A GREEN HEART COLLEGE,DHAKA,SCIENCE,A,4.7,2010
1614,20050,m,,,,,,,,,,,,,,,,
1615,20152,female,28,7,1995,15000/-,NETRAKONA ADARSA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011,NETRAKONA ADARSA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.6,2013
1616,20110,female,1,9,1993,50000/-,MOLLARTEK UDAYAN SCHOOL,DHAKA,SCIENCE,A+,5,2008,MOLLARTEK UDAYAN SCHOOL,DHAKA,SCIENCE,A,4.3,2010
1617,20041,m,,,,,,,,,,,,,,,,
1618,20170,female,25,8,1998,40000/=,MUSLIM MODREN ACADEMY,DHAKA,SCIENCE,5,A+,2013,MUSLIM MODREN ACADEMY,DHAKA,SCIENCE,5,A+,2015
1619,20170,female,1,1,1949,100000/-,K.K.U PILOT HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.13,2014,K.K.U PILOT HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.33,2016
1620,20131,female,1,2,1994,30000,SHARISHABARI PILOT GIRLS SCHOOL,DHAKA,SCIENCE,A,4.63,2010,SHARISHABARI PILOT GIRLS SCHOOL,DHAKA,SCIENCE,A,4.6,2012
1621,20152,male,1,1,1997,30000/-,B-BARIA HIGH SCHOOL,COMILLA,SCIENCE,A-,3.63,2011,B-BARIA HIGH SCHOOL,COMILLA,SCIENCE,A-,3.3,2014
1622,20091,male,1,2,1949,30000/-,SHAHEED RAMIJUDDIN HIGH SCHOOL,DHAKA,SCIENCE,,4.69,2006,SHAHEED RAMIJUDDIN HIGH SCHOOL,DHAKA,SCIENCE,,5,2008
1623,20171,male,16,11,1998,20000,RAIS NAGAR HIGH SCHOOL,DHAKA,SCIENCE,A,5,2014,RAIS NAGAR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2016
1624,20092,male,1,12,1991,20000/-,BADSHAMIA HIGH SCHOOL,COMILLA,SCIENCE,,4.38,2007,BADSHAMIA HIGH SCHOOL,COMILLA,SCIENCE,,3.4,2009
1625,20151,male,26,10,1997,100000/-,MONOHARDI PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.81,2012,MONOHARDI PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.7,2014
1626,20110,male,23,11,1993,20000/-,CHOHKA B.L HIGH SCHOOL,RAJSHAHI,SCIENCE,,4,2008,CHOHKA B.L HIGH SCHOOL,RAJSHAHI,SCIENCE,,4.6,2010
1627,20152,female,7,3,1996,80000/-,BINDU BASINI GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011,BINDU BASINI GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.8,2013
1628,20142,male,19,8,1994,30000/-,HOLY CHILD,DHAKA,SCIENCE,A-,3.69,2010,HOLY CHILD,DHAKA,SCIENCE,C,2.9,2014
1629,20160,male,25,9,1997,20000/-,DHURAIL HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.56,2012,DHURAIL HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.2,2015
1630,20100,male,25,5,1991,25000/-,NAWAB HABIBULLAH MODEL H. SCHOOL,DHAKA,SCIENCE,,4.88,2007,NAWAB HABIBULLAH MODEL H. SCHOOL,DHAKA,SCIENCE,,4.3,2009
1631,20170,male,20,3,1998,100000,MODEL ACADEMY,DHAKA,SCIENCE,A,5,2014,MODEL ACADEMY,DHAKA,SCIENCE,A,5,2016
1632,20022,m,,,,,,,,,,,,,,,,
1633,20112,male,10,12,1994,80000,GULSHAN MODEL HIGH SCHOOL,DHAKA,SCIENCE,,4.44,2009,GULSHAN MODEL HIGH SCHOOL,DHAKA,SCIENCE,,4.3,2011
1634,20142,male,1,6,1996,40000/-,CIVIL AVIATION HIGH SCHOOL,DHAKA,SCIENCE,A,4.19,2012,CIVIL AVIATION HIGH SCHOOL,DHAKA,SCIENCE,A,4.2,2014
1635,20161,male,15,8,1998,50000/-,BANANI BIDYANIKETAN,DHAKA,SCIENCE,A+,5,2013,BANANI BIDYANIKETAN,DHAKA,SCIENCE,A+,5,2015
1636,20152,female,1,1,1949,50000/-,NARIKELBARI HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011,NARIKELBARI HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013
1637,20022,m,,,,,,,,,,,,,,,,
1638,20160,male,25,12,1996,40000/-,NEKMORD ALIMUDDIN HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.69,2013,NEKMORD ALIMUDDIN HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.17,2015
1639,20161,male,8,1,1997,30000/-,BAUNIA A.J. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,BAUNIA A.J. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
1640,20111,male,8,7,1992,50000/-,ZIN ZIR PM HIGH SCHOOL,DHAKA,SCIENCE,,3.69,2008,ZIN ZIR PM HIGH SCHOOL,DHAKA,SCIENCE,,3.7,2010
1641,20161,male,15,3,1996,30000/-,RATANKANDI SCHOOL,RAJSHAHI,SCIENCE,A,4.69,2012,RATANKANDI SCHOOL,RAJSHAHI,SCIENCE,A-,3.92,2015
1642,20132,male,12,12,1995,30000/-,RUPSHA AHAMMODIA HIGH SCHOOL,COMILLA,SCIENCE,A+,5,2011,RUPSHA AHAMMODIA HIGH SCHOOL,COMILLA,SCIENCE,A,4.2,2013
1643,20160,male,10,2,1997,25000/-,MOGALTULA SCEONDARY SCHOOL,DHAKA,SCIENCE,,4.63,2013,MOGALTULA SCEONDARY SCHOOL,DHAKA,SCIENCE,,3.25,2015
1644,20142,female,27,6,1996,30000/-,FENI GOVT. GIRLS HIGH SCHOOL,COMILLA,SCIENCE,A,4.56,2011,FENI GOVT. GIRLS HIGH SCHOOL,COMILLA,SCIENCE,A-,3.8,2013
1645,20081,male,9,11,1989,20000/-,NATIONAL BANK PUBLIC SCHOOL,DHAKA,SCIENCE,,3.81,2004,NATIONAL BANK PUBLIC SCHOOL,DHAKA,SCIENCE,,3.3,2007
1646,20140,male,26,11,1996,20000,SHAHEED RAMIJUDDIN HIGH SCHOOL,DHAKA,SCIENCE,A,4,2011,SHAHEED RAMIJUDDIN HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2013
1647,20120,m,1,1,1993,25000,AZIM UDDIN HIGH SCHOOL,DHAKA,SCIENCE,B,3.44,2007,AZIM UDDIN HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2010
1648,20140,male,10,1,1997,10000,SOWAITPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.69,2011,SOWAITPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.2,2013
1649,20160,male,1,1,1997,25000/-,CIKNAI HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.38,2013,CIKNAI HIGH SCHOOL,DHAKA,SCIENCE,B,3.08,2015
1650,20161,male,22,12,1997,30000/-,FENI CENTRAL HIGH SCHOOL,COMILLA,SCIENCE,A,4.56,2013,FENI CENTRAL HIGH SCHOOL,COMILLA,SCIENCE,A-,3.75,2015
1651,20171,female,6,3,1997,,SOIKAT GIRLS HIGH SCHOOL,CHITTAGONG,SCIENCE,5,A+,2013,SOIKAT GIRLS HIGH SCHOOL,CHITTAGONG,SCIENCE,5,A+,2015
1652,20141,male,28,11,1993,28000/-,GOVT. LABORATORY,DHAKA,SCIENCE,A+,5,2010,GOVT. LABORATORY,DHAKA,SCIENCE,A,4.4,2012
1653,20132,female,1,1,1949,40000/-,RABEYA MANNAN BHUIYAN GIRLS HIGH SCHOOL,COMILLA,SCIENCE,A-,3.75,2010,RABEYA MANNAN BHUIYAN GIRLS HIGH SCHOOL,COMILLA,SCIENCE,A,4.1,2012
1654,20170,male,25,10,1999,60000/-,QUALITY EDUCATION COLLEGE,DHAKA,SCIENCE,A,4.88,2014,QUALITY EDUCATION COLLEGE,DHAKA,SCIENCE,/A,4.33,2016
1655,20142,male,22,11,1992,30000/-,HABIGANJ HIGH SCHOOL,SYLHET,SCIENCE,A+,5,2009,HABIGANJ HIGH SCHOOL,SYLHET,SCIENCE,A-,3.7,2013
1656,20170,male,20,11,1998,15000,KALTA AVOYA CHARAN HIGH SCHOOL,DHAKA,SCIENCE,A,4.88,2014,KALTA AVOYA CHARAN HIGH SCHOOL,DHAKA,SCIENCE,A,4.83,2016
1657,20042,m,,,,,,,,,,,,,,,,
1658,20170,male,4,2,1998,30000/-,JAMALPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2013,JAMALPUR HIGH SCHOOL,DHAKA,SCIENCE,B,3.17,2016
1659,20032,m,,,,,,,,,,,,,,,,
1660,20131,male,15,3,1995,50000,BHULTA HIGH SCHOOL,DHAKA,SCIENCE,A,4.25,2010,BHULTA HIGH SCHOOL,DHAKA,SCIENCE,A-,3.5,2012
1661,20100,male,6,12,1985,20000/-,ASUJIA JNC INS,DHAKA,SCIENCE,1ST,,2008,ASUJIA JNC INS,DHAKA,SCIENCE,A-,,2003
1662,20040,,,,,,,,,,,,,,,,,
1663,20101,male,9,3,1992,50000/-,PLANET EDU,EDEXCEL,,,3.2,2009,PLANET EDU,EDEXCEL,,,2,2010
1664,20152,male,10,8,1996,60000/-,BANSHPARA IDEAL ACADEMY,COMILLA,SCIENCE,A+,5,2012,BANSHPARA IDEAL ACADEMY,CHITTAGONG,SCIENCE,A,4.9,2014
1665,20130,male,3,7,1995,20000,"MISBAHUL ULUM KAMIL MADRASAH,DHAKA",MADRASAH,SCIENCE,A+,5,2010,"MISBAHUL ULUM KAMIL MADRASAH,DHAKA",DHAKA,SCIENCE,A,4.4,2012
1666,20160,male,5,9,1997,40000/-,BETAGA UNITED SECONDARY SCHOOL,JESSORE,SCIENCE,A,4.75,2012,BETAGA UNITED SECONDARY SCHOOL,JESSORE,SCIENCE,A-,3.9,2014
1667,20102,female,20,1,1992,50000/-,MOTIJHEEL GOVT. GIRLS H. SCHOOL,DHAKA,SCIENCE,,3.31,2007,MOTIJHEEL GOVT. GIRLS H. SCHOOL,DHAKA,SCIENCE,,2.7,2010
1668,20160,female,2,2,1996,20000/-,ARPARA GIRLS HIGH SCHOOL,JESSORE,SCIENCE,A+,5,2011,ARPARA GIRLS HIGH SCHOOL,JESSORE,SCIENCE,A,4.1,2015
1669,20151,male,1,11,1996,40000/-,MONNO TEXTILE MILLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,MONNO TEXTILE MILLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.7,2014
1670,20150,male,3,10,1995,30000/-,NABINAGAR ADARSHA BIDYAPITH,DHAKA,SCIENCE,A+,5,2010,NABINAGAR ADARSHA BIDYAPITH,DHAKA,SCIENCE,A,4.2,2012
1671,20091,male,1,12,1991,25000/-,KAMARPARA HIGH SCHOOL,DHAKA,SCIENCE,,4.06,2006,KAMARPARA HIGH SCHOOL,DHAKA,SCIENCE,,4.7,2008
1672,20152,male,6,12,1995,50000/-,BRAHMONDI K.K.M. GOVT. SCHOOL,DHAKA,SCIENCE,A+,5,2011,BRAHMONDI K.K.M. GOVT. SCHOOL,DHAKA,SCIENCE,A,4.8,2013
1673,20170,male,5,4,1998,26000,KARIMGANJ PILOT BOYS HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2014,KARIMGANJ PILOT BOYS HIGH SCHOOL,DHAKA,SCIENCE,A-,3.67,2016
1674,20150,male,20,4,1997,40000/-,ST. KAVIERS HIGH SCHOOL,JESSORE,SCIENCE,A,4.25,2012,ST. KAVIERS HIGH SCHOOL,JESSORE,SCIENCE,B,3.3,2014
1675,20170,male,22,5,1997,50000,ROUMARI C. G ZAMAN HIGH SCHOOL,DINAJPUR,SCIENCE,A+,5,2013,ROUMARI C. G ZAMAN HIGH SCHOOL,DINAJPUR,SCIENCE,A-,5,2015
1676,20160,male,5,7,1997,20000/-,KAMARER CHAR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,KAMARER CHAR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
1677,20142,female,1,12,1995,25000/-,SABUNKHAN HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.63,2012,SABUNKHAN HIGH SCHOOL,RAJSHAHI,SCIENCE,A-,3.8,2014
1678,20171,male,9,10,1994,50000,"GOVT. HIGH SCHOOL,HABIGONJ",SYLHET,SCIENCE,A,5,2010,"GOVT. HIGH SCHOOL,HABIGONJ",SYLHET,SCIENCE,A,5,2012
1679,20171,male,17,5,1998,30000,"UDAYAN SECONDARY SCHOOL, BARISAL",BARISAL,SCIENCE,5,A+,2013,"UDAYAN SECONDARY SCHOOL, BARISAL",BARISAL,SCIENCE,5,A+,2015
1680,20152,female,16,8,1995,35000/-,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.69,2011,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.8,2013
1681,20160,female,24,9,1997,100000/-,CANT. PUBLIC SCHOOL,DINAJPUR,SCIENCE,A+,5,2012,CANT. PUBLIC SCHOOL,DINAJPUR,SCIENCE,A+,5,2014
1682,20171,female,28,6,1996,30000,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,4.94,A,2011,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,4.3,A,2013
1683,20150,male,1,9,1995,20000/-,M. N. ACADEMY,DHAKA,SCIENCE,A,4.25,2011,M. N. ACADEMY,DHAKA,SCIENCE,A,4.3,2013
1684,20160,male,27,10,1996,40000/-,B.S. NOOR MOH. PUBLIC COLLEGE,DHAKA,SCIENCE,A+,5,2012,B.S. NOOR MOH. PUBLIC COLLEGE,DHAKA,SCIENCE,A+,5,2014
1685,20071,m,,,,,,,,,,,,,,,,
1686,20150,female,1,12,1994,80000/-,EMAD UDDIN HIGH SCHOOL,DHAKA,SCIENCE,A,4.63,2011,EMAD UDDIN HIGH SCHOOL,DHAKA,SCIENCE,A,4.6,2013
1687,20070,m,,,,,,,,,,,,,,,,
1688,20170,male,20,8,1997,30000,J.S.B.M. SCHOOL AND COLLEGE,JESSORE,SCIENCE,5,5,2013,J.S.B.M. SCHOOL AND COLLEGE,JESSORE,SCIENCE,4.08,4.58,2015
1689,20160,male,26,3,1996,40000/-,SIMANTO PUBLIC,RAJSHAHI,SCIENCE,A,4.19,2012,SIMANTO PUBLIC,DHAKA,SCIENCE,A-,3.9,2014
1690,20162,male,12,2,1996,50000,BUDS RESIDENTIAL SCHOOL,SYLHET,SCIENCE,A+,5,2013,BUDS RESIDENTIAL SCHOOL,SYLHET,SCIENCE,A,4.75,2015
1691,20031,m,,,,,,,,,,,,,,,,
1692,20162,male,20,5,1996,50000/-,MOTIJHEEL GOVT. BOYS,DHAKA,SCIENCE,A+,5,2011,MOTIJHEEL GOVT. BOYS,DHAKA,SCIENCE,A,4.4,2013
1693,20160,male,20,10,1997,20000/-,JUMARBARY HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.81,2012,JUMARBARY HIGH SCHOOL,DINAJPUR,SCIENCE,A-,3.8,2015
1694,20150,male,2,10,1996,50000/-,JATRABARI IDEAL HIGH SCHOOL,DHAKA,SCIENCE,A,4.63,2012,JATRABARI IDEAL HIGH SCHOOL,DHAKA,SCIENCE,A,4.3,2014
1695,20152,male,14,9,1996,50000/-,BRAHMONDI K.K.M. GOVT. SCHOOL,DHAKA,SCIENCE,A,4.63,2011,BRAHMONDI K.K.M. GOVT. SCHOOL,DHAKA,SCIENCE,A,4.3,2013
1696,20161,male,3,5,1997,30000/-,IMAMBARI HIGH SCHOOL,DHAKA,SCIENCE,A,4.88,2012,IMAMBARI HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
1697,20131,male,25,11,1992,50000,NONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2008,NONIPUR HIGH SCHOOL,DHAKA,SCIENCE,C,2.7,2012
